sentence_index sentence
34519 "Woman making drinks outdoors in a snowy landscape ."
34520 "A black dog is looking through the fence ."
34521 "A brown dog runs along a fence ."
34522 "A dark brown dog is running along a fence outside ."
34523 "A large black dog runs along a fence in the grass ."
34524 "The brown greyhound dog walks on green grass and looks through a fence ."
34525 "a man talks to a boy ."
34526 "An older man is speaking to a boy while both are sitting ."
34527 "Two boys talking while wearing unique outfits ."
34528 "Two males in period costume are having a conversation ."
34529 "Two people sitting on benches and looking at each other ."
34530 "a cyclist"
34531 "A man riding on a red bicycle ."
34532 "a man wearing a white and red helmet riding his red bike down the street ."
34533 "A man with a red helmet and numbers on his arm and leg is riding a red racing bike ."
34534 "A man with a red helmet is riding on a red bicycle ."
34535 "A group of men in period clothing are standing in front of a hut ."
34536 "A group of people dressed as pirates ."
34537 "The people are in older looking attire ."
34538 "The people in white and maroon clothes are in a wooden building ."
34539 "The seven men are gathered ."
34540 "A group of adults and children play with a parachute outdoors ."
34541 "A group of children are waving a large cloth up and down ."
34542 "A group of people holding up a bed sheet like a parachute while two people run underneath to fetch a soccer ball ."
34543 "Many people raise a large sheet of fabric above their heads ."
34544 "The group of people is holding a large sheet ."
34545 "Two girls playing in mud in a small pool ."
34546 "Two people mud wrestling ."
34547 "Two woman are mud wrestling in a kiddie pool ."
34548 "Two women in a mudfight ."
34549 "Two women mud-wrestle in a blue wading-pool"
34550 "A long haired drummer plays music outdoors ."
34551 "A man with long hair and tattoos plays a drum outdoors ."
34552 "A musician plays a drum while his hair covers his face , and tattoos dot his arms ."
34553 "A tatooed person shakes their hair and beats a drum ."
34554 "The drummer beats the drums at an outdoor concert ."
34555 "A lady walking her dog through an obstacle course , while other people are in the background ."
34556 "A small tan and white dog and trainer running an obstacle course"
34557 "A woman is guiding a brown dog around an obstacle course"
34558 "A woman with a hat is leading a small dog through an obstacle course ."
34559 "The woman is leading a dog through an obstacle course ."
34560 "A black soccer male soccer player in a purple uniform with a soccer ball on his head , and a white male soccer player in a white uniform behind him ."
34561 "A man in purple bumps the soccer ball with his head while a man in white battles with him ."
34562 "A man on the purple team heading the ball in a game against the white team"
34563 "Two guys colliding while playing soccer"
34564 "Two guys playing ball and making faces ."
34565 "Two dogs holding opposite ends of a toy with their mouths swimming ."
34566 "Two grey dogs are carrying a stick in the water ."
34567 "Two grey dogs swimming in a lake to retrieve a white toy ."
34568 "Two identical brown dogs side by side holding something white in both their mouths ."
34569 "Two similar brown dogs share holding a white toy while swimming ."
34570 "Dog leaps high for yellow ball as another dog waits below on grass ."
34571 "These two dogs are outside , with one on the ground and one jumping in the air to get a ball ."
34572 "Two dog play with ball while one makes a big jump"
34573 "Two dogs play with a ball in a field ."
34574 "Two dogs play with tennis ball in field ."
34575 "a bicyclist wearing a helment riding down a steep ramp"
34576 "A bike rider catches air near a ramp ."
34577 "A BMX rider in midair ."
34578 "A man wearing a green shirt is jumping his bicycle off a ramp ."
34579 "Cyclist in green shirt doing trick on wooden ramp"
34580 "a man wearing inline skates is skating down a cement wall"
34581 "A rollerblader is sliding down a railing ."
34582 "A skater slides down a wall beside a long staircase ."
34583 "A teenage boy is riding a skateboard on the stone handrail of a flight of outdoor steps ."
34584 "The in-line skater slides down the wall ."
34585 "A boy holding a rope ."
34586 "A boy in a plaid shirt plays with string ."
34587 "A boy wearing a green checked shirt is standing by a tree with a piece of rope ."
34588 "A boy with rope in the woods ."
34589 "The boy under the tree holding a rope ."
34590 "A boy is sitting in a car seat in the backseat of a car ."
34591 "A boy making a face while sitting in his car seat"
34592 "A boy sitting in a car making a surprised face"
34593 "A young boy is buckled into a car seat making a silly face ."
34594 "The young boy with a silly face is buckled in a car seat ."
34595 "A line of women dressed in colorful gowns standing on a round stage ."
34596 "Several women wearing bright dresses are in a competition ."
34597 "Several young women in tropical clothing stand on a stage ."
34598 "Women line up on state in festive dresses in front of an audience ."
34599 "Young women in dresses standing on a stage"
34600 "a man playing a white guitar and singing as well"
34601 "a man plays his white guitar ."
34602 "A tattooed man in black playing a white guitar and singing ."
34603 "Man singing and playing a guitar ."
34604 "This guitarist is performing ."
34605 "Girls fighting on karate competition ."
34606 "Two girls are kicking each other in martial arts uniforms ."
34607 "Two people are performing karate at a tournament ."
34608 "Two woman are doing karate ."
34609 "Two women in their karate uniforms kick at one another ."
34610 "A bicycle rider flies over a hill while a competitor is not far behind ."
34611 "A dirt bike racer jumping off a hill with another racer not far behind ."
34612 "A motocross rider is slightly airborne on a competition circuit jump ."
34613 "A person is riding a dirt bike in a race on a dirt track ."
34614 "Dirtbike rider jumps over a hill of a racetrack ."
34615 "a fluffy little dog running through the snow"
34616 "An ash colored dog is walking forward in the snow ."
34617 "a small dog walking through the snow"
34618 "A small tan dog runs through the snow ."
34619 "A tan dog is walking through snow ."
34620 "A man in shorts skis down a hill ."
34621 "A man in summer clothing skiing on thin snow ."
34622 "A skier is skiing down the snow wearing a white shirt and black shorts ."
34623 "People in summer clothing racing down a snowy hill ."
34624 "Skiers are competing ."
34625 "A blonde toddler in a white shirt and green pants standing at a wooden fence ."
34626 "A blond little boy is standing by a fence ."
34627 "A blond toddler in green trousers peeks through a fence ."
34628 "A toddler in green shorts is standing by a wooden fence ."
34629 "A toddler walks along a fence ."
34630 "man on the left with his mouth open while the man on the right is raising his hand"
34631 "A man wearing a blue shirt and headphones around his neck raises his arm ."
34632 "Near snowflake sign , man sits while another stands wearing badge and headphones ."
34633 "The man in the blue shirt wearing headphones around his neck is sitting next to the man who is working at a computer ."
34634 "Two men playing on a computer"
34635 "A bald man in a black wetsuit flips leaps in the air on a surfboard , holds on to a waterskiing handle"
34636 "A man doing a trick on a wakeboard"
34637 "A person waterskiing in a river with a large wall in the background ."
34638 "A wakeboarder soars through the air ."
34639 "Male performing water sports acrobatics while being pulled by a boat ."
34640 "A bald man climbing rocks ."
34641 "A bald , shirtless man rock climbing ."
34642 "A man climbing up a rocky cliff"
34643 "A man with no shirt on is rock climbing ."
34644 "A rock climber scales a mountain ."
34645 "A boy with his mouth wide open dressed in a yellow life jacket and goggles in water with a man next to him ."
34646 "A father and child enjoy the water ."
